//name，file_path，Scale，imageType
//imageType即图像底层，运行时若imageType不同则渐变替换，若相同则覆盖替换
//

//




//第一章


全身小傘通常,全身小傘通常.png,60,全身小傘
全身小傘闭单眼,全身小傘闭单眼.png,60,全身小傘
全身小傘大笑,全身小傘大笑.png,60,全身小傘



小傘1通常闭口,小傘1通常闭口.png,80,小傘1
小傘1通常闭口笑,小傘1通常闭口笑.png,80,小傘1
小傘1单眼闭口,小傘1单眼闭口.png,80,小傘1
小傘1单眼闭口笑,小傘1单眼闭口笑.png,80,小傘1
小傘1单眼吐舌,小傘1单眼吐舌.png,80,小傘1
小傘1半睁闭口笑,小傘1半睁闭口笑.png,80,小傘1
小傘1小惊,小傘1小惊.png,80,小傘1
小傘1惊哭大口惊符号,小傘1惊哭大口（惊符号）.png,80,小傘1
小傘1惊哭大口扰符号,小傘1惊哭大口（扰符号）.png,80,小傘1
小傘1惊哭闭口,小傘1惊哭闭口.png,80,小傘1
小傘1惊哭抿口,小傘1惊哭抿口.png,80,小傘1
小傘1惊哭小口,小傘1惊哭小口.png,80,小傘1
小傘1笑颜闭口笑,小傘1笑颜闭口笑.png,80,小傘1
小傘1笑颜小口笑,小傘1笑颜小口笑.png,80,小傘1
小傘1笑颜大口笑,小傘1笑颜大口笑.png,80,小傘1
小傘1哭笑颜小口笑,小傘1哭笑颜小口笑.png,80,小傘1
小傘1哭半睁闭口,小傘1哭半睁闭口.png,80,小傘1
小傘1哭半睁大口,小傘1哭半睁大口.png,80,小傘1
小傘1愁眉笑颜吐舌,小傘1愁眉笑颜吐舌.png,80,小傘1


小傘1无伞闭眼闭口,小傘1无伞闭眼闭口.png,80,小傘1无伞
小傘1无伞半睁闭口,小傘1无伞半睁闭口.png,80,小傘1无伞
小傘1无伞通常闭口,小傘1无伞通常闭口.png,80,小傘1无伞
小傘1无伞笑颜小口笑,小傘1无伞笑颜小口笑.png,80,小傘1无伞
小傘1无伞通常闭口笑,小傘1无伞通常闭口笑.png,80,小傘1无伞
小傘1无伞单眼吐舌,小傘1无伞单眼吐舌.png,80,小傘1无伞
小傘1无伞半睁抿口扰符号,小傘1无伞半睁抿口（扰符号）.png,80,小傘1无伞


小傘1无伞背手愁眉闭眼抿口,小傘1无伞背手愁眉闭眼抿口.png,80,小傘1无伞背手
小傘1无伞背手愁眉惊讶大口,小傘1无伞背手愁眉惊讶大口.png,80,小傘1无伞背手
小傘1无伞背手愁眉通常抿口,小傘1无伞背手愁眉通常抿口.png,80,小傘1无伞背手
小傘1无伞背手愁眉通常小口,小傘1无伞背手愁眉通常小口.png,80,小傘1无伞背手
小傘1无伞背手愁眉通常闭口,小傘1无伞背手愁眉通常闭口.png,80,小傘1无伞背手
小傘1无伞背手哭怒眉半睁大口,小傘1无伞背手哭怒眉半睁大口.png,80,小傘1无伞背手
小傘1无伞背手惊哭小口,小傘1无伞背手惊哭小口.png,80,小傘1无伞背手


战斗小傘2通常闭口笑,战斗小傘2通常闭口笑.png,60,战斗小傘2
战斗小傘2蓝眼吐舌,战斗小傘2蓝眼吐舌.png,60,战斗小傘2
战斗小傘2通常吐舌,战斗小傘2通常吐舌.png,60,战斗小傘2
战斗小傘2通常闭口,战斗小傘2通常闭口.png,60,战斗小傘2
战斗小傘2惊小口,战斗小傘2惊小口.png,60,战斗小傘2
战斗小傘2哭红眼叫,战斗小傘2哭红眼叫.png,60,战斗小傘2
战斗小傘2愁眉通常叫,战斗小傘2愁眉通常叫.png,60,战斗小傘2
战斗小傘2通常小口,战斗小傘2通常小口.png,60,战斗小傘2
战斗小傘2笑颜大口笑,战斗小傘2笑颜大口笑.png,60,战斗小傘2
战斗小傘2红眼闭口,战斗小傘2红眼闭口.png,60,战斗小傘2
战斗小傘2通常大口笑,战斗小傘2通常大口笑.png,60,战斗小傘2
战斗小傘2蓝眼小口,战斗小傘2蓝眼小口.png,60,战斗小傘2
战斗小傘2通常闭口汗扰符号,战斗小傘2通常闭口汗（扰符号）.png,60,战斗小傘2
战斗小傘2红眼小口,战斗小傘2红眼小口.png,60,战斗小傘2
战斗小傘2认真小口,战斗小傘2认真小口.png,60,战斗小傘2
战斗小傘2认真闭口,战斗小傘2认真闭口.png,60,战斗小傘2





P图小伞小当家,P图小伞小当家.png,100
加油小伞苦恼,加油小伞苦恼.jpg,100
P图小伞摔倒,P图小伞摔倒.jpg,150

战斗小伞单脚投手返,小伞单脚投手返.jpg,40


东汉武者塑像,东汉武者塑像.jpg,50
尉官,731-1.bmp,120
皇甫嵩,皇甫嵩.jpg,120
黄巾刀兵,黄巾刀兵.jpg,152
廖化,122-1.bmp,120
廖化朝左,廖化朝左.bmp,120
廖化骑马,廖化骑马.jpg,100
廖化骑马朝右,廖化骑马朝右.jpg,100

P图廖化异议,P图廖化异议.jpg,100


战斗黄巾刀兵,战斗黄巾刀兵.jpg,185
战斗廖化,廖化骑马.jpg,80


战斗黄巾兵受创,黄巾兵受创.jpg,100
战斗黄巾兵受创2,黄巾兵受创2.jpg,67
战斗廖化被单脚投手返,廖化被单脚投手返.jpg,110


