//name，file_path，Scale，imageType
//imageType即图像底层，运行时若imageType不同则渐变替换，若相同则覆盖替换
//若没有

//

慧音警戒开口,慧音警戒（开口）.png,60,慧音警戒
慧音警戒闭口,慧音警戒（闭口）.png,60,慧音警戒
慧音警戒漠开口,慧音警戒漠（开口）.png,60,慧音警戒
慧音警戒漠闭口,慧音警戒漠（闭口）.png,60,慧音警戒
慧音警戒思考开口,慧音警戒思考（开口）.png,60,慧音警戒
慧音警戒不满开口,慧音警戒不满（开口）.png,60,慧音警戒
慧音警戒小惊符号,慧音警戒小惊（开口）（有符号）.png,60,慧音警戒
慧音警戒小惊开口,慧音警戒小惊（开口）.png,60,慧音警戒
慧音警戒平静闭口,慧音警戒平静（闭口）.png,60,慧音警戒
慧音警戒声势开口,慧音警戒声势（开口）.png,60,慧音警戒
慧音警戒声势闭口,慧音警戒声势（闭口）.png,60,慧音警戒

慧音警戒白,慧音警戒白.png,60,慧音警戒

兽慧音警戒声势闭口,兽慧音警戒声势（闭口）.png,60,兽慧音警戒
兽慧音警戒闭口,兽慧音警戒（闭口）.png,60,兽慧音警戒
兽慧音警戒思考闭口,兽慧音警戒思考（闭口）.png,60,兽慧音警戒
兽慧音警戒思考开口,兽慧音警戒思考（开口）.png,60,兽慧音警戒
兽慧音警戒小惊符号,兽慧音警戒小惊（开口）（有符号）.png,60,兽慧音警戒
兽慧音警戒小惊开口,兽慧音警戒小惊（开口）.png,60,兽慧音警戒
兽慧音警戒大惊符号,兽慧音警戒大惊（开口）（有符号）.png,60,兽慧音警戒
兽慧音警戒大惊闭口,兽慧音警戒大惊（闭口）.png,60,兽慧音警戒
兽慧音警戒大惊开口,兽慧音警戒大惊（开口）.png,60,兽慧音警戒
兽慧音警戒开口,兽慧音警戒（开口）.png,60,兽慧音警戒
兽慧音警戒说,兽慧音警戒说（开口）.png,60,兽慧音警戒
兽慧音警戒不屑,兽慧音警戒不屑（呲口）.png,60,兽慧音警戒

妹紅敌意阴影,妹紅敌意阴影（闭口）.png,60,妹紅
妹紅敌意,妹紅敌意（闭口）.png,60,妹紅
妹紅小惊,妹紅小惊（开口）.png,60,妹紅
妹紅闭目养神,妹紅闭目养神（闭口）.png,60,妹紅
妹紅认真,妹紅认真（闭口）.png,60,妹紅
妹紅不解开口,妹紅不解（开口）.png,60,妹紅
妹紅不解闭口,妹紅不解（闭口）.png,60,妹紅


妹紅备战,妹紅（マジ切れ）.png,60,妹紅战斗


紫笑开口,紫笑（开口）.png,60,紫
紫笑闭口,紫笑（闭口）.png,60,紫
紫微笑开口,紫微笑（开口）.png,60,紫
紫微笑闭口,紫微笑（闭口）.png,60,紫
紫余裕开口,紫余裕（开口）.png,60,紫
紫余裕闭口,紫余裕（闭口）.png,60,紫
紫闭眼笑开口,紫闭眼笑（开口）.png,60,紫
紫闭眼笑闭口,紫闭眼笑（闭口）.png,60,紫
紫愉悦笑开口,紫愉悦笑（开口）.png,60,紫
紫愉悦笑闭口,紫愉悦笑（闭口）.png,60,紫


小伞惊,小傘（驚く）.png,60,小伞脱伞
小伞驚哭开口,小傘驚哭（开口）.png,60,小伞











